readable_name,name,country_specific_code,country_2_letter
Frumușița,Frumușița,076317,RO
Fruntișeni,Fruntișeni,167231,RO
Frunza,Frunză,9835000,MD
Frunzenskiy,Фрунзенский,5284,BY
Frunzenskiy,Фрунзенский,40296,RU
Frunză,Frunză,6203000,MD
Fruta de Leite,Fruta de Leite,3127073,BR
Frutal,Frutal,3127107,BR
Frutigen-Niedersimmental administrative district,Verwaltungskreis Frutigen-Niedersimmental,0249,CH
Frutuoso Gomes,Frutuoso Gomes,2404002,BR
Fryksände,Torsby,1737,SE
Frâncești,Frâncești,169896,RO
Frøya,Frøya,5014,NO
Frýdek-Místek District,Frýdek-Místek,802,CZ
Frăsinet,Frăsinet,102838,RO
Frăsinet,Frăsinet,155127,RO
Frătești,Frătești,102909,RO
Frătăuții Noi,Frătăuții Noi,148667,RO
Frătăuții Vechi,Frătăuții Vechi,148694,RO
Ftericha,Φτέριχα,2212,CY
Fterikoudi,Φτερικούδι,1303,CY
Fuailoloo,Fuailoloo,31405,WS
Fuamah,Fuamah,0202,LR
Fuchuu-cho,府中町,343021,JP
Fuchuu-shi,府中市,132063,JP
Fuchuu-shi,府中市,342084,JP
Fudai-mura,普代村,034851,JP
Fuefuki-shi,笛吹市,192112,JP
Fuente de Oro,Fuente de Oro,50287,CO
Fufore,Fufore,0202,NG
Fugalei,Fugalei,10246,WS
Fuifatu,Fuifatu,43105,WS
Fujairah,الفجيرة,04031,AE
Fuji-shi,富士市,222101,JP
Fujieda-shi,藤枝市,222143,JP
Fujiidera-shi,藤井寺市,272264,JP
Fujikawaguchiko-machi,富士河口湖町,194301,JP
Fujimi-machi,富士見町,203629,JP
Fujimi-shi,富士見市,112356,JP
Fujimino-shi,ふじみ野市,112453,JP
Fujinomiya-shi,富士宮市,222071,JP
Fujioka-shi,藤岡市,102091,JP
Fujisaki-machi,藤崎町,023612,JP
Fujisato-machi,藤里町,053465,JP
Fujisawa-shi,藤沢市,142051,JP
Fujiyoshida-shi,富士吉田市,192023,JP
Fukagawa-shi,深川市,012289,JP
Fukaura-machi,深浦町,023230,JP
Fukaya-shi,深谷市,112186,JP
Fukuchi-machi,福智町,406104,JP
Fukuchiyama-shi,福知山市,262013,JP
Fukui-shi,福井市,182010,JP
Fukuoka-shi,福岡市,401307,JP
Fukuroi-shi,袋井市,222160,JP
Fukusaki-cho,福崎町,284432,JP
Fukushima-cho,福島町,013323,JP
Fukushima-shi,福島市,072010,JP
Fukutsu-shi,福津市,402249,JP
Fukuyama-shi,福山市,342076,JP
Fulacunda,Fulacunda,83,GW
Fulda,LK Fulda,06631,DE
Fulga,Fulga,133394,RO
Fulton County,Fulton,05049,US
Fulton County,Fulton,13121,US
Fulton County,Fulton,17057,US
Fulton County,Fulton,18049,US
Fulton County,Fulton,21075,US
Fulton County,Fulton,36035,US
Fulton County,Fulton,39051,US
Fulton County,Fulton,42057,US
Fuman,فومن,2513,IR
Funabashi-shi,船橋市,122041,JP
Funagata-machi,舟形町,063631,JP
Funahashi-mura,舟橋村,163210,JP
Funakaye,Funakaye,1605,NG
Funchal,Funchal,3103,PT
Fundacion,Fundación,47288,CO
Fundación,Fundación,0408,DO
Fundao,Fundão,0504,PT
Fundata,Fundata,040991,RO
Fundeni,Fundeni,076353,RO
Fundeni,Fundeni,103014,RO
Fundu Moldovei,Fundu Moldovei,148765,RO
Fundul Galbenei,Fundul Galbenei,5327000,MD
Fundulea,Fundulea,103032,RO
Funduri Vechi,Fundurii Vechi,4819000,MD
Fundurii Noi,Fundurii Noi,4818000,MD
Fundão,Fundão,3202207,BR
Fune,Fune,3605,NG
Funes,Funes,52287,CO
Funhalouro District,Funhalouro,08002,MZ
Funilandia,Funilândia,3127206,BR
Funtana,Funtana - Fontane,06297,HR
Funza,Funza,25286,CO
Fuoshan Shi,佛山市,4406,CN
Fuquene,Fúquene,25288,CO
Furano-shi,富良野市,012297,JP
Furculești,Furculești,152948,RO
Furesø Municipality,Furesø,190,DK
Furlug,Fârliug,052785,RO
Furmanovskiy municipal'nyy rayon,Фурмановский муниципальный район,24231,RU
Furnas County,Furnas,31065,US
Furqat t.,Фурқат т.,1730238,UZ
Furubira-cho,古平町,014061,JP
Furudono-machi,古殿町,075051,JP
Fusagasuga,Fusagasugá,25290,CO
Fushun Shi,抚顺市,2104,CN
Fushë Kosovë,Косово Поље,90131,RS
Fushë Kosovë,Fushë Kosovë,09,XK
Fusi,Fusi,30708,WS
Fusi,Fusi,32102,WS
Fusi,Fusi,43104,WS
Fusou-cho,扶桑町,233625,JP
Fussa-shi,福生市,132187,JP
Futaba-machi,双葉町,075469,JP
Futtsu-shi,富津市,122262,JP
Futuna,Futuna,610,VU
Fuxin Shi,阜新市,2109,CN
Fuyang Shi,阜阳市,3412,CN
Fuzhou Shi,福州市,3501,CN
Fuzhou Shi,抚州市,3610,CN
Fuzăuca,Fuzăuca,8317000,MD
Fučkovci,Fučkovci,017035,SI
Fužina,Fužina,039020,SI
Fužine,Fužine,01171,HR
Fužine,Fužine,027015,SI
Fyllia,Φυλλιά,1367,CY
Fyresdal,Fyresdal,4032,NO
Fyrish-Gibraltar,Fyrish-Gibraltar,0611,GY
Fyti,Φύτη,6306,CY
Fátima,Fátima,1707553,BR
Fântâna Mare,Fântâna Mare,151488,RO
Fântânele,Fântânele,148453,RO
Fântânele,Fântânele,155118,RO
Fârtățești,Fârtățești,169681,RO
Fârțănești,Fârțănești,076255,RO
Færder,Færder,3911,NO
Félix Pérez Cardozo,Félix Pérez Cardozo,0408,PY
Fîntîniţa,Fîntînița,3617000,MD
Fîrlădeni,Fîrlădeni,5326000,MD
Fürstenberg,Hăghig,064390,RO
Fürth,SK Fürth,09563,DE
Fürth,LK Fürth,09573,DE
Füzesabony  District,Füzesabony,105,HU
Făcăeni,Făcăeni,093575,RO
Făgețelu,Făgețelu,126905,RO
Fălciu,Fălciu,163832,RO
Fălcoiu,Fălcoiu,126978,RO
Făleştii Noi,Făleștii Noi,4317000,MD
Fărcaș,Fărcaș,072276,RO
Fărcașa,Fărcașa,108106,RO
Fărcașele,Fărcașele,127019,RO
Fărcășești,Fărcășești,080285,RO
Făurei,Făurei,122613,RO
Făurești,Făurești,169583,RO
Fındıklı,Fındıklı,531332,TR
G'allaorol t.,Ғаллаорол т.,1708209,UZ
G'ijduvon t.,Ғиждувон т.,1706215,UZ
G'ozg'on,Ғозғон,1712412,UZ
G'uzor t.,Ғузор т.,1710207,UZ
GAM,Gustavo A. Madero,09005,MX
GDL,Guadalajara,14039,MX
Ga Central District,Ga Central,0311,GH
Ga East Municipal,Ga East,0303,GH
Ga North Municipal District,Ga North,0319,GH
Ga South Municipal,Ga South,0301,GH
Ga West Municipal,Ga West,0302,GH
Ga maila,Ngwaketse,0801,BW
Gaafour,قعفور,2454,TN
Gabasawa,Gabasawa,2013,NG
Gaber pri Črmošnjicah,Gaber pri Črmošnjicah,109011,SI
Gaberje,Gaberje,001012,SI
Gaberje,Gaberje,059010,SI
Gaberke,Gaberke,126004,SI
Gabernik,Gabernik,113021,SI
Gabes Medina,قابس المدينة,5151,TN
Gabes Ouest,قابس الغربية,5152,TN
Gabes Sud,قابس الجنوبية,5153,TN
Gabiley District,Gebiley,1802,SO
Gabit Musirepov atyn. audany,Ғабит Мүсірепов атын.ауданы,5966,KZ
Gabo Island,Gabo Island Unincorporated Area,VIC181,AU
Gabrc,Gabrc,116007,SI
Gabrce,Gabrce,106007,SI
Gabriel Monteiro,Gabriel Monteiro,3516507,BR
Gabriel Zamora,Gabriel Zamora,16033,MX
Gabrijele,Gabrijele,110020,SI
Gabrje,Gabrje,021011,SI
Gabrje,Gabrje,085049,SI
Gabrje,Gabrje,110021,SI
Gabrje,Gabrje,128011,SI
Gabrje pod Limbarsko Goro,Gabrje pod Limbarsko Goro,077007,SI
Gabrje pod Špilkom,Gabrje pod Špilkom,068008,SI
Gabrje pri Dobovi,Gabrje pri Dobovi,009035,SI
Gabrje pri Ilovi Gori,Gabrje pri Ilovi Gori,032011,SI
Gabrje pri Jančah,Gabrje pri Jančah,061007,SI
Gabrje pri Soteski,Gabrje pri Soteski,157009,SI
Gabrje pri Stični,Gabrje pri Stični,039021,SI
Gabrk,Gabrk,038009,SI
Gabrk,Gabrk,122014,SI
Gabrnik,Gabrnik,042003,SI
Gabrnik,Gabrnik,121009,SI
Gabrno,Gabrno,057012,SI
Gabrovec pri Dramljah,Gabrovec pri Dramljah,139014,SI
Gabrovec pri Kostrivnici,Gabrovec pri Kostrivnici,106008,SI
Gabrovica pri Komnu,Gabrovica pri Komnu,049008,SI
Gabrovica pri Črnem Kalu,Gabrovica pri Črnem Kalu,050027,SI
Gabrovka,Gabrovka,060020,SI
Gabrovka pri Zagradcu,Gabrovka pri Zagradcu,039023,SI
Gabrovlje,Gabrovlje,114009,SI
Gabrovnica,Gabrovnica,043012,SI
Gabrovnik,Gabrovnik,114010,SI
Gabrovo,Габрово,GAB05,BG
Gabrovo,Gabrovo,122015,SI
Gabrovčec,Gabrovčec,039022,SI
Gabrska Gora,Gabrska Gora,060021,SI
Gabrsko,Gabrsko,129004,SI
Gabrče,Gabrče,019010,SI
Gabrška Gora,Gabrška Gora,122016,SI
Gabu Sector,Gabú,32,GW
Gachala,Gachalá,25293,CO
Gachancipa,Gachancipá,25295,CO
Gachantiva,Gachantivá,15293,CO
Gacheta,Gachetá,25297,CO
Gachsaran,گچساران,2307,IR
Gada,Gada,3404,NG
Gadag district,Gadag,537,IN
Gadchiroli district,Gadchiroli,475,IN
Gado Bravo,Gado Bravo,2506251,BR
Gadong 'A',Gadong A,0204,BN
Gadong 'B',Gadong B,0205,BN
Gadsden County,Gadsden,12039,US
Gadzi,Gadzi,0805,CF
Gadžin Han,Гаџин Хан,70467,RS
Gaesti,Găești,065681,RO
Gafsa Nord,قفصة الشمالية,6151,TN
Gafsa Sud,قفصة الجنوبية,6154,TN
Gafuriyskiy rayon,Гафурийский район,80221,RU
Gagaifo o le Vao,Gagaifo o le Vao,31307,WS
Gagarawa,Gagarawa,1807,NG
Gagarinskiy municipal'nyy rayon,Гагаринский муниципальный район,66208,RU
Gage County,Gage,31067,US
Gagil,Gagil,103,FM
Gaginskiy municipal'nyy rayon,Гагинский муниципальный район,22226,RU
Gagnef Municipality,Gagnef,2026,SE
Gagra,გაგრა,0204,GE
Gaia,Vila Nova de Gaia,1317,PT
Gaibandha,গাইবান্ধা,32,BD
Gaidar,Gaidar,9629000,MD
Gaidouras (Nea Sparti),Γαϊδουράς (Νέα Σπάρτη),3210,CY
Gaigalava Parish,Gaigalavas pagasts,0043460,LV
Gail,El Salvador,32041,MX
Gailīši Parish,Gailīšu pagasts,0025450,LV
Gaines County,Gaines,48165,US
Gairo District,Gairo,0507,TZ
Gaivuotna,Gáivuotna - Kåfjord - Kaivuono,5540,NO
Gaiķi Parish,Gaiķu pagasts,0046430,LV
Gaj,Gaj,009036,SI
Gaj,Gaj,113022,SI
Gaj,Gaj,124018,SI
Gaj nad Mariborom,Gaj nad Mariborom,070008,SI
Gajapati district,Gajapati,353,IN
Gajcsána,Găiceana,022665,RO
Gajevci,Gajevci,028006,SI
Gajniče,Gajniče,032012,SI
Gajševci,Gajševci,166006,SI
Gakenke District,Gakenke,42,RW
Gakiling Gewog,Gakiling,1504,BT
Gakiling Gewog,Gakiling,2306,BT
Gala'a Al Nahal,Gala'a Al Nahal,0416,SD
Galabat Ash-Shargiah,Galabat Ash-Shargiah,0412,SD
Galabovo,Гълъбово,SZR07,BG
Galac,Galați,075098,RO
Galali,قلالي,206,BH
Galan,Galán,68296,CO
Galanta District,Galanta,202,SK
Galantiči,Galantiči,050105,SI
Galapa,Galapa,08296,CO
Galata,Γαλάτα,1406,CY
Galataria,Γαλαταριά,6224,CY
Galateia,Γαλάτεια,3337,CY
Galații Bistriței,Galații Bistriței,033275,RO
Galbenu,Galbenu,043180,RO
Galdogob District,Galdogob,1102,SO
Galeana,Galeana,08023,MX
Galeana,Galeana,19017,MX
Galeras,Galeras,70235,CO
Galgauska Parish,Galgauskas pagasts,0029430,LV
Galgó,Gâlgău,141134,RO
Gali city,ქალაქი გალი,0205,GE
Galia,Gália,3516606,BR
Galibi,Galibi,0803,SR
Galicea,Galicea,169994,RO
Galicea Mare,Galicea Mare,072383,RO
Galichskiy municipal'nyy rayon,Галичский муниципальный район,34208,RU
Galicija,Galicija,190006,SI
Galiciuica,Galiciuica,074891,RO
Galikesh,گاليكش,2720,IR
Galileia,Galiléia,3127305,BR
Galinhos,Galinhos,2404101,BR
Galini,Γαληνή,1451,CY
Galinoporni,Γαληνόπωρνη,3355,CY
Galkayo District,Gaalkacyo,1101,SO
Gallatin County,Gallatin,17059,US
Gallatin County,Gallatin,21077,US
Gallatin County,Gallatin,30031,US
Galle,ගාල්ල,LK-31,LK
Gallendorf,Gănești,116938,RO
Gallia County,Gallia,39053,US
Gallipoli,Gelibolu,171340,TR
Galole,Galole,55,KE
Galovac,Galovac,05711,HR
Galshar,Галшир,2208,MN
Galt,Галт,2105,MN
Galt,Ungra,042156,RO
Galugah,گلوگاه,2714,IR
Galuut,Галуут,0312,MN
Galušak,Galušak,116008,SI
Galveston County,Galveston,48167,US
Galván,Galván,0302,DO
Galvão,Galvão,4205605,BR
Galyani Vadhana,กัลยาณิวัฒนา,5025,TH
Galēni Parish,Galēnu pagasts,0042420,LV
Gama,Gama,25299,CO
Gamagoori-shi,蒲郡市,232149,JP
Gamamundo,Gãmamudo,25,GW
Gamarra,Gamarra,20295,CO
Gamasa,قسم جمصه,1220,EG
Gamawa,Gamawa,0507,NG
Gambita,Gámbita,68298,CO
Gambo,Gambo,0903,CF
Gamboma,Gamboma,0904,CG
Gambos,Gambos (ex-Chiange),10003,AO
Gamboula,Gamboula,0806,CF
Gameleira,Gameleira,2605905,BR
Gameleira de Goias,Gameleira de Goiás,5208152,BR
Gameleiras,Gameleiras,3127339,BR
Gameza,Gámeza,15296,CO
Gamo Gofa,Gamo,0710,ET
Gampaha,ගම්පහ,LK-12,LK
Gamvik,Gamvik,5626,NO
Ganchesty,Hîncești,5301000,MD
Ganda,Ganda,02008,AO
Gandajika Territory,Ngandajika,8043,CD
Ganderbal district,Ganderbal,626,IN
Gandhinagar district,Gandhinagar,446,IN
Gando,Gwandu,2210,NG
Gandu,Gandu,2911204,BR
Ganganagar district,Ganganagar,100,IN
Gangapur City District,Gangapurcity,771,IN
Gangaw District,Gangaw,09005,MM
Gangbuk-gu,강북구,11305,KR
Gangdong-gu,강동구,11740,KR
Ganghwa-gun,강화군,28710,KR
Gangjin-gun,강진군,46810,KR
Gangnam-gu,강남구,11680,KR
Gangneung-si,강릉시,42150,KR
Gangseo-gu,강서구,11500,KR
Gangseo-gu,강서구,26440,KR
Gangte,Gangtey,2905,BT
Gangura,Gangura,5514000,MD
Gangzur Gewog,Gangzur,1601,BT
Ganjam,Ganjam,354,IN
Ganjuwa,Ganjuwa,0508,NG
Gannan Zangzu Zizhizhou,甘南藏族自治州,6230,CN
Gannawarra,Gannawarra,22250,AU
Gantsevichskiy,Ганцевичский,1216,BY
Gantsi,Ghanzi,1601,BW
Ganye,Ganye,0203,NG
Ganze,Ganze,195,KE
Ganzhou Shi,赣州市,3607,CN
Ganzi Zangzu Zizhizhou,甘孜藏族自治州,5133,CN
Ganzourgou Province,Ganzourgou,111,BF
Gančani,Gančani,002004,SI
Gao Cercle,Gao,23,ML
Gaoual Prefecture,Gaoual,14,GN
Gapo,Olongapo City,0331400000,PH
Gapyeong-gun,가평군,41820,KR
Garabekewül District,Garabekewül etraby,4205,TM
Garabito,Garabito,611,CR
Garagoa,Garagoa,15299,CO
Garagum District,Garagum etraby,5202,TM
Garanhuns,Garanhuns,2606002,BR
Gararu,Gararu,2802403,BR
Garawe,Garraway,0710,LR
Garaşsyzlyk District,Garaşsyzlyk etraby,4206,TM
Garbaharey District,Garbahaarey,0705,SO
Garbatulla,Garbatulla,38,KE
Garbovi,Gârbovi,103283,RO
Garcia,García,19018,MX
Garcia Municipality,García,1704,VE
Garcina,Gârcina,122828,RO
Garcov,Gârcov,125588,RO
García de Hevia,García de Hevia,2009,VE
Gard,Gard,FR-30,FR
Gardabani,გარდაბნი,1103,GE
Gardani,Gârdani,179855,RO
Garden County,Garden,31069,US
Gardez,گردیز,1301,AF
Gardony District,Gárdony,080,HU
Garešnica,Garešnica,01198,HR
Garff,Garff,02011,IM
Garfield County,Garfield,08045,US
Garfield County,Garfield,30033,US
Garfield County,Garfield,31071,US
Garfield County,Garfield,40047,US
Garfield County,Garfield,49017,US
Garfield County,Garfield,53023,US
Gargaro,Grgar,084014,SI
Garhwa district,Garhwa,328,IN
Gariaband district,Gariaband,645,IN
Garibaldi,Garibaldi,4308607,BR
Garin bolawa,Kwami,1608,NG
Garinskiy gorodskoy okrug,Гаринский городской округ,65215,RU
Garissa,Garissa,21,KE
Garkalne Municipality,Garkalnes pagasts,0044400,LV
Garki,Garki,1808,NG
Garko,Garko,2014,NG
Garland County,Garland,05051,US
Garleni,Gârleni,022781,RO
Garliciu,Gârliciu,061808,RO
Garmeh,گرمه,2813,IR
Garmen,Гърмен,BLG13,BG
Garmi,گرمي,0307,IR
Garmisch-Partenkirchen,LK Garmisch-Partenkirchen,09180,DE
Garmsar,گرمسار,1504,IR
Garmser,گرم سیر,3006,AF
Garnech,Garnich,0102,LU
Garnic,Gârnic,052909,RO
Garoafa,Garoafa,176212,RO
Garopaba,Garopaba,4205704,BR
Garowe District,Garoowe,1203,SO
Garr Bain District,Garr-Bain,1204,LR
Garrafão do Norte,Garrafão do Norte,1503077,BR
Garrard County,Garrard,21079,US
Garrett County,Garrett,24023,US
Garruchos,Garruchos,4308656,BR
Garrygala District,Magtymguly etraby,2204,TM
Garsen,Garsen,20,KE
Garu,Garu,0908,GH
Garun Malam,Garun Mallam,2015,NG
Garut,Garut,3205,ID
Garuva,Garuva,4205803,BR
Garvin County,Garvin,40049,US
Garwolin County,powiat garwoliński,1403,PL
Garwula,Garwula,0501,LR
Garza County,Garza,48169,US
Garza Garcia,San Pedro Garza García,19019,MX
Garzewan,گرزیوان,2908,AF
Garzon,Garzón,41298,CO
Garça,Garça,3516705,BR
Garčin,Garčin,01180,HR
Gasabo District,Gasabo,12,RW
Gasconade County,Gasconade,29073,US
Gasetsho Gom Gewog,Gasetsho Gom,2906,BT
Gasetsho Om,Gasetsho Wom,2907,BT
Gashaka,Gashaka,3504,NG
Gaspar,Gaspar,4205902,BR
Gaspar Hernandez,Gaspar Hernández,0903,DO
Gassol,Gassol,3505,NG
Gaston County,Gaston,37071,US
Gastria,Γαστριά,3323,CY
Gastão Vidigal,Gastão Vidigal,3516804,BR
Gataia,Gătaia,157086,RO
Gataivai,Gataivai,44601,WS
Gatanga,Gatanga,836,KE
Gatchinskiy municipal'nyy rayon,Гатчинский муниципальный район,41218,RU
Gates County,Gates,37073,US
Gatina,Gatina,032013,SI
Gatsibo District,Gatsibo,53,RW
Gatundu North,Gatundu North,835,KE
Gatundu South,Gatundu South,852,KE
Gaua,Gaua,106,VU
Gaujiena Parish,Gaujienas pagasts,0049450,LV
Gaurama,Gaurama,4308706,BR
Gaurela-Pendra-Marwahi district,Gaurela-Pendra-Marwahi,734,IN
Gausdal,Gausdal,3441,NO
Gautam Buddh Nagar district,Gautam Buddha Nagar,144,IN
Gautavai,Gautavai,44602,WS
Gavce,Gavce,125001,SI
Gavieze Parish,Gaviezes pagasts,0027480,LV
Gavião,Gavião,2911253,BR
Gavião,Gavião,1209,PT
Gavião Peixoto,Gavião Peixoto,3516853,BR
Gavojdia,Gavojdia,157031,RO
Gavrilov-Yamskiy municipal'nyy rayon,Гаврилов-Ямский муниципальный район,78212,RU
Gavrilovo-Posadskiy municipal'nyy rayon,Гаврилово-Посадский муниципальный район,24203,RU
Gavrilovskiy municipal'nyy rayon,Гавриловский муниципальный район,68203,RU
Gawler,Gawler,42030,AU
Gaya,Gaya,2016,NG
Gaya Department,Gaya,034,NE
Gaya district,Gaya,196,IN
Gaynskiy municipal'nyy okrug,Гайнский муниципальный округ,57114,RU
Gayo Lues,Gayo Lues,1113,ID
Gayskiy gorodskoy okrug,Гайский городской округ,53214,RU
Gayuk,Guyuk,0206,NG
Gayvoronskiy gorodskoy okrug,Гайворонский городской округ,14232,RU
Gaza,غزة,802,PS
Gazaoua Department,Gazaoua,4004,NE
Gazelle District,Gazelle,1801,PG
Gazice,Gazice,009037,SI
Gaziemir,Gaziemir,352009,TR
Gazimuro-Zavodskiy rayon,Газимуро-Заводский район,76210,RU
Gaziosmanpaşa,Gaziosmanpaşa,341336,TR
Gazipaşa,Gazipaşa,071337,TR
Gazipur,গাজীপুর,33,BD
Gačnik,Gačnik,089005,SI
Gašpinovo,Gašpinovo,104018,SI
Gažon,Gažon,050028,SI
Gașpar,Gașpar,4123000,MD
Gbado-Lite,Gbadolite,4080,CD
Gbako,Gbako,2708,NG
Gbao District,Gbao,0603,LR
Gbarma District,Gbarma,0304,LR
Gbeapo District,Gbeapo,1402,LR
Gbehlageh District,Gbehlay-Geh,1205,LR
Gbi & Doru District,Gbi & Doru,1206,LR
Gboe-Ploe,Gboe-Ploe,0604,LR
Gboko,Gboko,0705,NG
Gbor District,Gbor,1207,LR
Gbêkê,Gbêkê,10,CI
Gbôklé,Gbôklé,11,CI
Gdańsk County,powiat gdański,2204,PL
Gdingen,Gdynia,2262,PL
Gdovskiy,Гдовский,58208,RU
Gdyel,Gdyel,DZ032015,DZ
Geaca,Geaca,057831,RO
Geamăna,Geamăna,1020000,MD
Geary County,Geary,20061,US
Geauga County,Geauga,39055,US
Gebrat Al Sheikh,Gebrat Al Sheikh,1104,SD
Gebze,Gebze,411338,TR
Gedeo,Gedeo,0705,ET
Gederovci,Gederovci,010004,SI
Gediz,Gediz,431339,TR
Gee,Gee,0711,LR
Gege,Gege,401,SZ
Geidam,Geidam,3606,NG
Geisan,Geisan,1005,SD
Geisei-mura,芸西村,393070,JP
Geita District,Geita,1401,TZ
Gela,Gilău,057902,RO
Gelan,گیلان,1117,AF
Gelderland-No 3,Gelderland-No 3,0501,GY
Geldrop-Mierlo,Geldrop-Mierlo,1771,NL
Geleb District,Gheleb,104,ER
Gelence,Ghelința,064318,RO
Gelendost,Gelendost,321341,TR
Gelephu,Gelegphu,2305,BT
Geling Gewog,Geling,1207,BT
Gelnica District,Gelnica,801,SK
Gelsenkirchen,SK Gelsenkirchen,05513,DE
Gem,Gem,427,KE
Gem County,Gem,16045,US
Gem of the Endless Mountains,Sullivan,42113,US
Gemeente Goeree-Overflakkee,Goeree-Overflakkee,1924,NL
Gemeente Gorinchem,Gorinchem,0512,NL
Gemeente Groningen,Groningen,0014,NL
Gemeente Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,0531,NL
Gemeente Heusden,Heusden,0797,NL
Gemeente Leeuwarden,Leeuwarden,0080,NL
Gemeente Leudal,Leudal,1640,NL
Gemeente Middelburg,Middelburg,0687,NL
Gemeente Nieuwegein,Nieuwegein,0356,NL
Gemeente Nijmegen,Nijmegen,0268,NL
Gemeente Oosterhout,Oosterhout,0826,NL
Gemeente Rotterdam,Rotterdam,0599,NL
Gemeente Veendam,Veendam,0047,NL
Gemeente Woudenberg,Woudenberg,0351,NL
Gemeente Zaltbommel,Zaltbommel,0297,NL
Gemeente Zeewolde,Zeewolde,0050,NL
Gemeente Zoeterwoude,Zoeterwoude,0638,NL
Gemeente Zwijndrecht,Zwijndrecht,0642,NL
Gemeinde Grobina,Grobiņas pagasts,0027500,LV
Gemeinde Keisd,Saschiz,119206,RO
Gemeinde Ringmundshof,Rembates pagasts,0040510,LV
Gemena,Gemena,4031,CD
Gemena,Ville de Gemena,4201,CD
Gemenele,Gemenele,043242,RO
Gemerek,Gemerek,581342,TR
Gemert-Bakel,Gemert-Bakel,1652,NL
Geminiano,Geminiano,2204352,BR
Genagra,Γέναγρα,3218,CY
Genaro Codina,Genaro Codina,32012,MX
Genaveh,گناوه,0709,IR
General Alvarado Partido,General Alvarado,06280,AR
General Alvear Department,General Alvear,18056,AR
General Alvear Partido,General Alvear,06287,AR
General Antonio Elizalde Canton,General Antonio Elizalde,0927,EC
General Arenales Partido,General Arenales,06294,AR
General Artigas,General Artigas,0710,PY
General Belgrano Partido,General Belgrano,06301,AR
General Bernardino Caballero,Caballero,0904,PY
General Berthelot,General Berthelot,091731,RO
General Bravo,General Bravo,19020,MX
General Camara,General Câmara,4308805,BR
General Canuto A. Neri,General Canuto A. Neri,12031,MX
General Carneiro,General Carneiro,5103908,BR
General Carrera Province,General Carrera,114,CL
General Cepeda Municipality,General Cepeda,05011,MX
General Delgado,General Delgado,0711,PY
General Donovan Department,General Donovan,22056,AR
General Elizardo Aquino,General Elizardo Aquino,0203,PY
General Enrique Estrada,General Enrique Estrada,32013,MX
General Escobedo,General Escobedo,19021,MX
General Eugenio A. Garay,Gral. Eugenio A. Garay,0405,PY
General Felipe Angeles Municipality,General Felipe Ángeles,21065,MX
General Francisco Caballero Alvarez,Francisco Caballero Alvarez,1407,PY
General Francisco Isidoro Resquín,General Francisco Isidoro Resquín,0213,PY
General Guido Partido,General Guido,06308,AR
General Heliodoro Castillo,General Heliodoro Castillo,12032,MX
General Higinio Morinigo,Gral. Higinio Morínigo,0603,PY
General Jose Eduvigis Diaz,Gral. José Eduvigis Díaz,1205,PY
General José Ballivián Segurola Province,General José Ballivián,0803,BO
General José María Brúguez,General José María Bruguez,1509,PY
General La Madrid,General La Madrid,06322,AR
General Las Heras Partido,General Las Heras,06329,AR
General Lavalle Partido,General Lavalle,06336,AR
General Madariaga Partido,General Juan Madariaga,06315,AR
General Maynard,General Maynard,2802502,BR
General Obligado Department,General Obligado,82049,AR
General Panfilo Natera,General Pánfilo Natera,32016,MX
General Paz Department,General Paz,18063,AR
General Paz Partido,General Paz,06343,AR
General Pinto,General Pinto,06351,AR
General Plutarco Elías Calles,General Plutarco Elías Calles,26070,MX
General Pueyrredon,General Pueyrredón,06357,AR
General Rodriguez Partido,General Rodríguez,06364,AR
General Salgado,General Salgado,3516903,BR
General Sampaio,General Sampaio,2304608,BR
General San Martin Partido,General San Martín,06371,AR
General Sanchez Cerro Province,General Sánchez Cerro,1802,PE
General Simon Bolivar Municipality,General Simón Bolívar,10006,MX
General Teran,General Terán,19022,MX
General Toshevo,Генерал Тошево,DOB12,BG
General Treviño,General Treviño,19023,MX
General Viamonte Partido,General Viamonte,06385,AR
General Villegas Partido,General Villegas,06392,AR
General Zaragoza Municipality,General Zaragoza,19024,MX
General Zuazua Municipality,General Zuazua,19025,MX
Generalski Stol,Generalski Stol,01201,HR
Genesee County,Genesee,26049,US
Genesee County,Genesee,36037,US
Geneva County,Geneva,01061,US
Genkai-cho,玄海町,413879,JP
Gennep,Gennep,0907,NL
Genoa,Genova,010,IT
Gente Hermosa Island,Swains Island,60040,AS
Genterovci,Genterovci,059011,SI
Gentil,Gentil,4308854,BR
Gentilicio de persona proviniente de Hohenau: Hohenauense,Hohenau,0712,PY
Gentio do Ouro,Gentio do Ouro,2911303,BR
Gentofte Kommune,Gentofte,157,DK
Gentry County,Gentry,29075,US
Genye Gewog,Genekha,2403,BT
Genç,Genç,121344,TR
Geochang-gun,거창군,48880,KR
Geoje-si,거제시,48310,KR
George County,George,28039,US
George Enescu,George Enescu,037397,RO
George Hill,George Hill,03,AI
George Town,George Town,62210,AU
George Town,George Town,3,KY
Georges River,Georges River,12930,AU
Georgetown County,Georgetown,45043,US
Georgi Damyanovo,Георги Дамяново,MON14,BG
Georgievskiy gorodskoy okrug,Георгиевский городской округ,07215,RU
Georgsdorf,Sângeorgiu de Mureș,114417,RO
Gera,SK Gera,16052,DE
Gerakies,Γερακιές,1425,CY
Gerani,Γεράνι,3326,CY
